"Member Name & ID","Sponsored member & prefix","Reference Visibility","Total Backfile DOIs","Total Current DOIs","Deposits Backfile References","Deposits Current References"
"Korean Association of Financial Engineering (ID 21114)","Korean Association of Financial Engineering10.35527","open","366","0","true","false"
"Korean Association of Fundamentals of Nursing (ID 4471)","Korean Academy of Fundamentals of Nursing10.7739","open","263","97","true","true"
"Korean Association of Future Military Affairs (ID 20119)","Korean Association of Future Military Affairs10.34166","open","111","0","true","false"
"Korean Association of Health Technology Assessment (ID 20118)","Korean Association of Health Technology Assessment10.34161","open","85","0","true","false"
"Korean Association of Internal Medicine (ID 2270)","Korean Association of Internal Medicine10.3904","open","3732","619","true","true"
"Korean Association of Orthodontists (ID 2475)","Korean Association of Orthodontists10.4041","open","541","120","true","true"
"Korean Association of Quality Assurance for Clinical Laboratory (ID 5921)","Korean Association of Quality Assurance for Clinical Laboratory10.15263","open","150","63","true","true"
"Korean Association of School Sandplay (ID 32382)","Korean Association of School Sandplay10.54084","open","4","18","true","true"
"Korean Association Of Tax and Accounting (ID 20729)","Korean Association Of Tax and Accounting10.35349","open","305","0","true","false"
"Korean Association of Thyroid and Endocrine Surgeons (ID 6747)","Korean Association of Thyroid and Endocrine Surgeons10.16956","open","491","42","true","true"
"Korean Association of Urogenital Tract Infection and Inflammation (ID 5765)","Korean Association of Urogentital Tract Infection and Imflammation10.14777","open","141","24","true","true"
"Korean Breast Cancer Society (ID 5575)","Korean Breast Cancer Society10.14449","open","97","35","true","true"
"Korean Cancer Association (ID 2954)","Korean Cancer Association10.4143","open","1412","379","true","true"
"Korean Ceramic Society (ID 4216)","The Korean Ceramic Society10.4191","open","2145","0","true","false"
"Korean Classical Poetry Association (ID 17563)","Korean Classical Poetry Association10.32428","open","269","0","true","false"
"Korean Cleft Palate-Craniofacial Association (ID 4182)","Korean Cleft Palate-Craniofacial Association10.7181","open","380","149","true","true"
"Korean Clinical Epilepsy Research Society (ID 21251)","Korean Clinical Epilepsy Research Society10.35615","open","9","38","true","true"
"Korean College of Cosmetic Surgery (ID 10695)","Korean College of Cosmetic Surgery10.25056","open","61","42","true","true"
"Korean College of Helicobacter and Upper Gastrointestinal Research (ID 4435)","Korean College of Helicobacter and Upper Gastrointestinal Research10.7704","open","456","119","true","true"
"Korean College of Neuropsychopharmacology (ID 4713)","Korean College of Neuropsychopharmacology10.9758","open","447","179","true","true"
"Korean College of Rheumatology (ID 2544)","The Korean Rheumatism Association10.4078","open","792","96","true","true"
"Korean Comparative Public Law Association (ID 16998)","Korean Comparative Public Law Association10.31779","open","756","0","true","false"
"Korean Continence Society (ID 3166)","Korean Continence Society10.5213","open","831","157","true","true"
"Korean Council of Science Editors (ID 4099)","Korean Council of Science Editors10.6087","open","199","92","true","true"
"Korean Diabetes Association (ID 2567)","Korean Diabetes Association10.4093","open","1594","381","true","true"
"Korean Employment and Career Association (ID 20580)","Korean Employment and Career Association10.35273","open","133","0","true","false"
"Korean Encephalitis and Neuroinflammation Society (ID 27912)","Korean Encephalitis and Neuroinflammation Society10.47936","open","0","34","false","true"
"Korean Endocrine Society (ID 2119)","Korean Endocrine Society10.3803","open","1065","281","true","true"
"Korean Environmental Law Association (ID 21483)","Korean Environmental Law Association10.35769","open","78","0","true","false"
"Korean Epilepsy Society (ID 5688)","Korean Epilepsy Society10.14581","open","150","49","true","true"
"Korean Foot and Ankle Society (ID 5306)","Korean Foot and Ankle Society10.14193","open","229","75","true","true"
"Korean Gerontological Nursing Society (ID 6725)","Korean Gerontological Nursing Society10.17079","open","130","83","true","true"
"Korean Institute for Reformed Studies (ID 22210)","Korean Institute for Reformed Studies10.36365","open","26","0","true","false"
"Korean Institute of Electromagnetic Engineering and Science (ID 11407)","Korean Institute of Electromagnetic Engineering and Science10.26866","open","517","135","true","true"
"Korean Institute of Electromagnetic Engineering and Science (ID 3472)","Korean Institute of Electromagnetic Engineering and Science10.5515","open","2004","284","true","true"
"Korean Institute of Forest Recreation and Welfare (ID 20293)","Korean Institute of Forest Recreation and Welfare10.34272","open","410","5","true","false"
"Korean Institute of Industrial Educators (ID 20396)","Korean Institute of Industrial Educators10.35140","open","87","5","true","false"
"Korean Institute of Industrial Educators (ID 20396)","Korean Institute of Industrial Educators10.35140","open","87","5","true","false"
"Korean Institute of Landscape Architecture (ID 4658)","Korean Institute of Landscape Architecture10.9715","open","522","86","true","true"
"Korean Institute of Spatial Design (ID 20473)","Korean Institute of Spatial Design10.35216","open","907","20","true","false"
"Korean Journal of Head and Neck Oncology (ID 9046)","Korean Journal of Head and Neck Oncology10.21593","open","129","54","true","true"
"Korean Liver Cancer Association (ID 7328)","Korean Liver Cancer Association10.17998","open","167","61","true","true"
"Korean Liver Transplantation Society (ID 30442)","Korean Liver Transplantation Society10.52604","open","0","44","false","true"
"Korean Medical Association (KAMJE) (ID 3063)","Korean Medical Association (KAMJE)10.5124","open","3094","233","true","true"
"Korean Medical Society of Soft Tissue (ID 32922)","Korean Medical Society of Soft Tissue10.54461","open","0","32","false","true"
"Korean Minimally Invasive Spine Surgery Research Society (ID 8753)","Korean Minimally Invasive Spine Surgery Research Society10.21182","open","51","68","true","true"
"Korean Neuro-Pain Society (ID 20749)","Korean Neuro-Pain Society10.35353","open","39","12","true","true"
"Korean Neurointensive Care Society (ID 17779)","Korean Neurointensive Care Society10.32587","open","31","28","true","true"
"Korean Neurological Association (ID 7001)","Korean Neurological Association10.17340","open","481","201","true","true"
"Korean Neuropsychiatric Association (ID 12228)","Korean Neuropsychiatric Association10.30773","open","1027","333","true","true"
"Korean Neurosurgical Society (ID 1892)","Korean Neurosurgical Society10.3340","open","1996","247","true","true"
"Korean Ophthalmological Society (ID 1893)","Korean Opthalmological Society10.3341","open","4852","718","true","true"
"Korean Pain Society (ID 1896)","Korean Pain Society10.3344","open","833","136","true","true"
"Korean Pancreatobiliary Association (ID 5944)","Korean Pancreatobiliary Association10.15279","open","257","67","true","true"
"Korean Pediatric Society (ID 1897)","Korean Pediatric Society10.3345","open","1777","286","true","true"
"Korean Pharmacopuncture Institute (ID 2168)","Korean Pharmacopuncture Institute10.3831","open","765","65","true","true"
"Korean Political Communication Association (ID 21422)","Korean Political Communication Association10.35731","open","311","0","true","false"
"Korean Research Society of Physical Therapy (ID 4940)","Korean Research Society of Physical Therapy10.12674","open","315","85","true","true"
"Korean Rhinologic Society (ID 7989)","Korean Rhinologic Society10.18787","open","120","67","true","true"
"Korean Securities Association (ID 11393)","Korean Securities Association10.26845","open","97","53","true","true"
"Korean Shoulder and Elbow Society (ID 3351)","Korean Shoulder and Elbow Society10.5397","open","647","99","true","true"
"Korean Sleep Society (ID 5222)","Korean Sleep Society10.13078","open","239","53","true","true"
"Korean Society for Aesthetic Plastic Surgery (ID 5729)","Korean Society for Aesthetic Plastic Surgery10.14730","open","218","74","true","true"
"Korean Society for Applied Biological Chemistry (ID 2183)","The Korean Society for Applied Biological Chemistry10.3839","open","626","135","true","true"
"Korean Society for Biochemistry and Molecular Biology - BMB Reports (ID 3442)","Korean Society for Biochemistry and Molecular Biology - BMB Reports10.5483","open","2055","204","true","true"
"Korean Society for Bone and Mineral Research (ID 4758)","Korean Society for Bone and Mineral Research10.11005","open","240","74","true","true"
"Korean Society For Cooperative Studies (ID 20900)","Korean Society For Cooperative Studies10.35412","open","270","0","true","false"
"Korean Society for Food Science of Animal Resources (ID 3872)","Korean Society for Food Science of Animal Resources10.5851","open","1270","243","true","true"
"Korean Society for Healthcare-associated Infection Control and Prevention (ID 5296)","Korean Society for Healthcare-associated Infection Control and Prevention10.14192","open","66","41","true","true"
"Korean Society for Hospice and Palliative Care (ID 5592)","Korean Society for Hospice and Palliative Care10.14475","open","297","58","true","true"
"Korean Society for Lactic Acid Bacteria and Probiotics (ID 21427)","Korean Society for Lactic Acid Bacteria and Probiotics10.35732","open","49","13","true","true"
"Korean Society for Metabolic and Bariatric Surgery (ID 7065)","Korean Society for Metabolic and Bariatric Surgery10.17476","open","52","18","false","true"
"Korean Society for Molecular and Cellular Biology (ID 5451)","Korean Society for Molecular and Cellular Biology10.14348","open","481","144","true","true"
"Korean Society for Parasitology (ID 1900)","Korean Society for Parasitology10.3347","open","2373","178","true","true"
"Korean Society for Parenteral and Enteral Nutrition/The Korean Society of Surgical Metabolism and Nutrition (ID 6443)","Korean Society for Parenteral and Enteral Nutrition/The Korean Society of Surgical Metabolism and Nutrition10.15747","open","166","33","true","true"
"Korean Society for Parenteral and Enteral Nutrition/The Korean Society of Surgical Metabolism and Nutrition (ID 6443)","The Korean Society of Surgical Metabolism and Nutrition10.18858","open","166","33","true","true"
"Korean Society for People, Plants, and Environment (ID 4905)","Korean Society for People, Plants and Environment10.11628","open","518","129","true","true"
"Korean Society for Preventive Medicine (ID 2350)","Korean Society for Preventive Medicine10.3961","open","656","155","true","true"
"Korean Society for Public Health and Medicine (ID 11888)","Korean Society for Public Health and Medicine10.29339","open","61","25","true","true"
"Korean Society for Quality in Health Care (ID 5482)","Korean Society for Quality in Health Care10.14371","open","60","25","true","true"
"Korean Society for Schizophrenia Research (ID 6748)","Korean Society for Schizophrenia Research10.16946","open","86","18","true","true"
"Korean Society for Stem Cell Research (ID 5946)","Korean Society for Stem Cell Research10.15283","open","284","115","false","true"
"Korean Society for Surgery of the Hand (ID 5027)","Korean Society for Surgery of the Hand10.12790","open","287","114","true","true"
"Korean Society for the History of Medicine (ID 5220)","The Korean Society for the History of Medicine10.13081","open","118","38","true","true"
"Korean Society for the Study of Obesity (ID 4370)","Korean Society for the Study of Obesity10.7570","open","366","114","true","true"
"Korean Society for Therapeutic Radiology and Oncology (ID 2224)","Korean Society for Therapeutic Radiology and Oncology10.3857","open","451","85","true","true"
"Korean Society for Thoracic and Cardiovascular Surgery (ID 3015)","Korean Society for Thoracic and Cardiovascular Surgery10.5090","open","992","231","true","true"
"Korean Society of Acute Care Surgery (ID 7035)","Korean Society of Acute Care Surgery10.17479","open","155","61","true","true"
"Korean Society of Animal Science and Technology (ID 3132)","Korean Society of Animal Science and Technology10.5187","open","48","263","true","true"
"Korean Society of Breeding Science (ID 4778)","Korean Society of Breeding Science10.9787","open","820","220","true","true"
"Korean Society of Cancer Prevention (ID 6103)","Korean Society of Cancer Prevention10.15430","open","245","72","true","true"
"Korean Society of CardioMetabolic Syndrome (ID 29288)","Korean Society of CardioMetabolic Syndrome10.51789","open","0","32","false","true"
"Korean Society of Cardiovascular Disease Prevention (ID 21804)","Korean Society of Cardiovascular Disease Prevention10.36011","open","10","40","true","true"
"Korean Society of Cartoon Animation Studies (ID 4234)","Korean Society of Cartoon and Animation Studies10.7230","open","471","144","true","false"
"Korean Society of Cerebrovascular Surgeons/Korean Society of Endovascular Surgery (ID 4334)","Korean Society of Cerebrovascular Surgeons/Korean Society of Endovascular Surgery10.7461","open","283","93","true","true"
"Korean Society of Clinical Oncology (ID 5309)","Korean Society of Clinical Oncology10.14216","open","282","46","true","true"
"Korean Society of Coastal and Ocean Engineers (ID 4728)","Korean Society of Coastal and Ocean Engineers10.9765","open","398","95","true","true"
"Korean Society of Coloproctology (ID 1975)","Korean Society of Coloproctology (KAMJE)10.3393","open","867","259","true","true"
"Korean Society of Cosmetology (ID 30518)","Korean Society of Cosmetology10.52660","open","0","141","false","true"
"Korean Society of Critical Care Nursing (ID 20257)","Korean Society of Critical Care Nursing10.34250","open","24","49","true","true"
"Korean Society of Developmental Biology (ID 5022)","Korean Society of Developmental Biology10.12717","open","321","69","true","true"
"Korean Society of Education for International Understanding (ID 20421)","Korean Society of Education for International Understanding10.35179","open","22","12","true","true"
"Korean Society of Electron Microscopy (ID 4672)","Korean Society of Electron Microscopy10.9729","open","224","0","true","false"
"Korean Society of Environmental Engineering (ID 2888)","Korean Society of Environmental Engineering10.4491","open","1768","423","true","true"
"Korean Society of Epidemiology (ID 2679)","Korean Society of Epidemiology (KAMJE)10.4178","open","411","217","true","true"
"Korean Society of Exercise Physiology (ID 6522)","Korean Society of Exercise Physiology10.15857","open","554","146","true","true"
"Korean Society of Exercise Rehabilitation (ID 5137)","Korean Society of Exercise Rehabilitation10.12965","open","720","151","true","true"
"Korean Society of Gastrointestinal Cancer Research (ID 30898)","Korean Society of Gastrointestinal Cancer Research10.52927","open","0","14","false","true"
"Korean Society of Gastrointestinal Surgery (ID 29106)","Korean Society of Gastrointestinal Surgery10.51666","open","0","13","false","true"
"Korean Society of Geriatric Neurology (ID 32241)","Korean Society of Geriatric Neurology10.53991","open","0","7","false","true"
"Korean Society of Global Health (ID 21099)","Korean Society of Global Health10.35500","open","51","49","true","true"
"Korean Society of Hazard Mitigation (ID 4767)","Korean Society of Hazard Mitigation10.9798","open","2299","417","true","true"
"Korean Society of Heart Failure (ID 22599)","Korean Society of Heart Failure10.36628","open","10","67","true","true"
"Korean Society of Interventional Cardiology (ID 33507)","Korean Society of Interventional Cardiology10.54912","open","0","13","false","true"
"Korean Society of Interventional Neuroradiology (ID 3424)","Korean Society of Interventional Neuroradiology10.5469","open","194","95","true","true"
"Korean Society of Intraoperative Neurophysiological monitoring (ID 19187)","Korean Society of Intraoperative Neurophysiological monitoring10.33523","open","16","40","true","true"
"Korean Society of Laryngology, Phoniatrics and Logopedics (ID 9776)","Korean Society of Laryngology, Phoniatrics and Logopedics10.22469","open","126","45","true","true"
"Korean Society of Medical Education (ID 2336)","Korean Society of Medical Education10.3946","open","962","75","true","true"
"Korean Society of Medical Genetics (ID 3727)","Korean Society of Medical Genetics10.5734","open","197","46","true","true"
"Korean Society of Medical Physics (ID 5416)","Korean Society of Medcial Physics 10.14316","open","235","44","true","true"
"Korean Society of Milk Science and Biotechnology (ID 9715)","Korean Society of Milk Science and Biotechnology10.22424","open","117","47","true","true"
"Korean Society of MR Technology (ID 15988)","Korean Society of MR Technology10.31159","open","42","28","true","true"
"Korean Society of Neuromuscular Disorders (ID 25831)","Korean Society of Neuromuscular Disorders10.46518","open","0","27","false","true"
"Korean Society of Neurosonology (ID 16916)","Korean Society of Neurosonology10.31728","open","60","33","true","true"
"Korean Society of Obstetrics and Gynecology (ID 3425)","Korean Society of Obstetrics and Gynecology10.5468","open","1173","206","true","true"
"Korean Society of Occupational and Environmental Medicine (ID 20800)","Korean Society of Occupational and Environmental Medicine10.35371","open","1297","83","true","true"
"Korean Society of Otorhinolaryngology-Head and Neck Surgery (ID 1894)","Korean Society of Otorhinolaryngology - Head and Neck Surgery10.3342","open","2291","442","true","true"
"Korean Society of Otorhinolaryngology-Head and Neck Surgery (ID 1894)","Korean Society of Otorhinolaryngology-Head and Neck Surgery10.21053","open","2291","442","true","true"
"Korean Society of Pediatric Emergency Medicine (ID 9761)","Korean Society of Pediatric Emergency Medicine10.22470","open","88","55","true","true"
"Korean Society of Pediatric Endocrinology (ID 4096)","Korean Society of Pediatric Endocrinology10.6065","open","362","117","true","true"
"Korean Society of Pediatric Nephrology (ID 1891)","Korean Society of Pediatric Nephrology10.3339","open","348","39","true","true"
"Korean Society of Peripheral Nervous System (ID 8708)","Korean Society of Peripheral Nervous System10.21129","open","102","63","true","true"
"Korean Society of Petroleum and Sedimentary Geology (ID 16858)","Korean Society of Petroleum and Sedimentary Geology10.31697","open","6","3","true","true"
"Korean Society of Plant Pathology (ID 3381)","Korean Society of Plant Pathology10.5423","open","2005","221","true","true"
"Korean Society of Robotic Gynecologic Surgery (ID 22617)","Korean Society of Robotic Gynecologic Surgery10.36637","open","0","29","false","true"
"Korean Society of Sleep Medicine (ID 6877)","Korean Society of Sleep Medicine10.17241","open","146","49","true","true"
"Korean Society of Soil Science and Fertilizer (ID 4476)","Korean Society of Soil Science and Fertilizer10.7745","open","968","142","true","true"
"Korean Society of Stress Medicine (ID 7017)","Korean Society of Stress Medicine10.17547","open","224","75","true","true"
"Korean Society of Ultrasound in Medicine (ID 5473)","Korean Society of Ultrasound in Medicine10.14366","open","259","182","true","true"
"Korean Society of Women Health Nursing (ID 2522)","Korean Academy of Women's Health Nursing10.4069","open","684","96","true","true"
"Korean Stroke Society (ID 3882)","Korean Stroke Society10.5853","open","359","122","true","true"
"Korean Thyroid Association (ID 4763)","Korean Thyroid Association10.11106","open","213","52","true","true"
"Korean Tourism Industry Research Association (ID 18088)","National Research Foundation of Korea10.32780","open","151","0","true","false"
"Korean Transactional Analysis Counseling Association (ID 21044)","Korean Transactional Analysis Counseling Association10.35476","open","29","0","true","false"
"Korean Urological Oncology Society (ID 9757)","Korean Urological Oncology Society10.22465","open","95","68","true","true"
"Korean Womens Development Institute (ID 19826)","Korean Womens Development Institute10.33949","open","223","0","true","false"
"Korean Wound Management Society (ID 9765)","Korean Wound Management Society10.22467","open","70","94","true","true"
"Korean Writing Association (ID 16691)","Korean Writing Association10.31565","open","84","0","true","false"
"Koreanische Gesellschaft fuer Deutsche Sprache Und Literatur (ID 12407)","Koreanische Gesellschaft fuer Deutsche Sprache Und Literatur10.30947","open","683","10","true","false"
"Koreanische Gesellschaft fur Germanistik (ID 16085)","Koreanische Gesellschaft fur Germanistik10.31064","open","626","0","true","false"
"Koretsky Institute of State and Law of National Academy of Sciences of Ukraine (ID 19426)","Koretsky Institute of State and Law of National Academy of Sciences of Ukraine10.33663","open","195","237","false","true"
"Korkut Ata Turkiyat Arastirmalari Dergisi (ID 28942)","Korkut Ata Turkiyat Arastirmalari Dergisi10.51531","open","0","57","false","true"
"Korolov Zhytomyr Military Institute (ID 26487)","Korolov Zhytomyr Military Institute10.46972","open","34","29","true","true"
"Kostroma State University (ID 20207)","Kostroma State University10.34216","open","304","775","false","true"
"Kozminski University (ID 4225)","Kozminski University10.7206","open","760","231","true","true"
"Krajowa Szkola Sadownictwa i Prokuratury (ID 30377)","Krajowa Szkola Sadownictwa i Prokuratury10.53024","open","0","16","false","true"
"Krasnoyarsk State Agrarian University (ID 22728)","Krasnoyarsk State Agrarian University10.36718","open","71","839","true","true"
"Krasnoyarsk State Medical University (ID 8302)","Krasnoyarsk State Medical University10.20333","open","847","225","true","true"
"Kritik Iletisim Calismalari Dergisi (ID 31255)","Kritik Iletisim Calismalari Dergisi10.53281","open","0","5","false","true"
"Krylov State Research Centre (ID 10559)","Krylov State Research Centre10.24937","open","351","420","false","true"
"Kryvyi Rih State Pedagogical University (ID 16984)","Kryvyi Rih State Pedagogical University10.31812","open","4145","346","true","true"
"Ksiaznica Podlaska (ID 22807)","Ksiaznica Podlaska10.36770","open","200","161","true","true"
"Kuban State Medical University (ID 10836)","Kuban State Medical University10.25207","open","451","146","true","true"
"Kugler Publications (ID 20283)","Kugler Publications10.35119","open","285","179","false","true"
"KULLIYAT Osmanli Arastirmalari Dergisi (ID 29004)","KULLIYAT Osmanli Arastirmalari Dergisi10.51592","open","0","20","false","true"
"Kultura - Polis (ID 29132)","Kultura - Polis10.51738","open","0","111","false","true"
"kulturarastirmalari (ID 25446)","kulturarastirmalari10.46250","open","0","127","false","true"
"Kundiiev Institute of Occupational Health of National Academy of Medical Sciences of Ukraine (ID 19282)","Kundiiev Institute of Occupational Health of National Academy of Medical Sciences of Ukraine10.33573","open","652","64","true","true"
"Kuprienko SV (ID 12339)","Kuprienko SV10.30888","open","2121","29","true","false"
"Kuras Institute of Political and Ethnic Studies of the NAS of Ukraine (ID 31302)","Kuras Institute of Political and Ethnic Studies of the NAS of Ukraine10.53317","open","0","25","false","true"
"Kurdiname (ID 33800)","Kurdiname10.55106","open","0","8","false","true"
"Kurume Medical Journal (ID 1445)","The Kurume Medical Journal10.2739","open","1963","9","true","true"
"Kuzbass Institute of the Federal Penal Service of Russia (ID 32249)","Kuzbass Institute of the Federal Penal Service of Russia10.53993","open","87","163","true","false"
"Kyiv National Economic University named after Vadym Hetman (ID 18249)","Kyiv National Economic University named after Vadym Hetman10.33111","open","258","170","true","false"
"Kyiv National University of Culture and Arts (ID 17120)","Kyiv National University of Culture and Arts10.31866","open","1055","816","true","false"
"Kyiv National University of Trade and Economics (ID 16539)","Kyiv National University of Trade and Economics10.31617","open","546","438","true","false"
"Kyiv Politechnic Institute (ID 8421)","Kyiv Politechnic Institute10.20535","open","6547","1735","true","true"
"Kyiv Scientific Research Institute of Forensic Expertise (ID 19887)","Kyiv Scientific Research Institute of Forensic Expertise10.33994","open","84","178","true","false"
"Kyiv University of Law of NAS of Ukraine (ID 22686)","Kyiv University of Law of NAS of Ukraine10.36695","open","168","316","false","true"
"Kyrgyz State University of Construction, Transportation and Architecture n.a. N.Isanov (ID 20114)","Kyrgyz State University of Construction, Transportation and Architecture n.a. N.Isanov10.35803","open","97","213","true","true"
"Kyrgyz-Turkish Manas University (ID 28673)","Kyrgyz-Turkish Manas University10.51354","open","0","72","false","true"
"Kyrgyz-Turkish Manas University (ID 28673)","Manas Journal of Agriculture Veterinary and Life Sciences10.53518","open","0","72","false","true"
"Kyushu Dental Society (ID 1367)","The Kyushu Dental Society10.2504","open","11869","0","true","false"
"L. I. Medved Research Center of Preventive Toxicology, Food and Chemical Safety (ID 18834)","L. I. Medved Research Center of Preventive Toxicology, Food and Chemical Safety10.33273","open","79","81","true","true"
"L. N. Gumilyov Eurasian National University (ID 17481)","L. N. Gumilyov Eurasian National University10.32523","open","1588","1110","false","true"
"L. Zakharova Private Publishing Group (ID 33948)","L. Zakharova Private Publishing Group10.55269","open","24","60","true","true"
"Laboratory Medicine Online (ID 1895)","Korean Society for Laboratory Medicine10.47429","open","333","118","true","true"
"Laboratory of Sustainable Development and Computer Science (LDDI) (ID 25605)","Laboratory of Sustainable Development and Computer Science (LDDI)10.46657","open","24","48","true","true"
"Landscape Online (ID 1603)","Landscape Online10.3097","open","81","21","true","true"
"Language Education Institute, Seoul National University (ID 16048)","Language Education Institute, Seoul National University10.30961","open","72","33","true","true"
"Language Teaching and Educational Research (ID 20461)","Language Teaching and Educational Research10.35207","open","9","21","true","true"
"Laser Society of Japan (ID 994)","The Laser Society of Japan10.2184","open","6452","13","true","true"
"Latin America Journals Online (ID 3356)","Latin America Journals Online10.5377","open","6329","2005","true","true"
"Latin American Semiotics Association deSigniS (ID 20895)","Latin American Semiotics Association deSigniS10.35659","open","137","116","true","true"
"Lattice Science Publication (LSP) (ID 33479)","Lattice Science Publication (LSP)10.54105","open","0","444","false","true"
"Lavoisier (ID 1762)","Lavoisier SAS10.3166","open","19470","1228","true","true"
"Learning Policy Institute (ID 32645)","Learning Policy Institute10.54300","open","8","9","true","true"
"Led Edizioni Universitarie (ID 5994)","Led Edizioni Universitarie10.7359","open","1367","432","false","true"
"Led Edizioni Universitarie (ID 5994)","Led Edizioni Universitarie10.7358","open","1367","432","false","true"
"Leibniz Institute for Psychology (ZPID) (ID 1941)","PsychOpen GOLD Leibniz Institute for Psychology (ZPID)10.5964","open","1777","591","true","true"
"Leibniz Institute for Psychology (ZPID) (ID 1941)","PsychOpen GOLD Leibniz Institute for Psychology (ZPID)10.32872","open","1777","591","true","true"
"Lembaga Kajian Demokrasi dan Pemberdayaan Masyarakat (ID 19553)","Lembaga Kajian Demokrasi dan Pemberdayaan Masyarakat10.33753","open","119","113","true","true"
"Lembaga Penelitian dan Pemberdayaan Masyarakat - LITPAM (ID 22145)","Lembaga Penelitian dan Pemberdayaan Masyarakat - LITPAM10.36312","open","311","1095","false","true"
"Lembaga Penelitian dan Pengabdian kepada Masyarakat Universitas Riau (ID 16171)","Lembaga Penelitian dan Pengabdian kepada Masyarakat Universitas Riau10.31258","open","1037","1201","true","true"
"Lembaga Penelitian dan Pengabdian Masyarakat (LPPM), Universitas Al Washliyah Labuhanbatu (ID 30049)","Lembaga Penelitian dan Pengabdian Masyarakat (LPPM), Universitas Al Washliyah Labuhanbatu10.52332","open","14","10","true","true"
"Lembaga Publikasi Ilmiah dan Penerbitan Universitas Muhammadiyah Purwokerto (ID 12054)","Lembaga Publikasi Ilmiah dan Penerbitan Universitas Muhammadiyah Purwokerto10.30595","open","698","1330","true","false"
"Leningrad Research Institute for Agricultural Science - BELOGORKA (ID 24471)","Leningrad Research Institute for Agricultural Science - BELOGORKA10.37574","open","19","20","true","true"
"Leonid Yuzkov Khmelnytskyi University of Management and Law (ID 23907)","Leonid Yuzkov Khmelnytskyi University of Management and Law10.37491","open","69","169","true","true"
"Lepidus Tecnologia (ID 5406)","Lepidus Tecnologia10.14295","open","6451","2412","true","true"
"Lepra (ID 26859)","Lepra10.47276","open","905","118","false","true"
"Les Amis d'Acarologia (ID 31597)","Les Amis d'Acarologia10.24349","open","496","159","false","true"
"Lesya Ukrainka Volyn National University (ID 11575)","Lesya Ukrainka Volyn National University10.29038","open","1873","647","true","true"
"Levy Library Press (ID 11553)","Levy Library Press10.29024","open","49","142","true","true"
"Liberal Arts University (ID 21596)","Liberal Arts University10.35853","open","96","82","true","false"
"Liberal Dusunce Dergisi (ID 22387)","Liberal Dusunce Dergisi10.36484","open","16","81","true","true"
"Liberate Science GmbH (ID 32128)","Liberate Science GmbH10.53962","open","0","45","false","true"
"Libertas medunarodno sveuciliste (ID 26066)","Libertas medunarodno sveuciliste10.46672","open","54","48","true","true"
"Libraries, University of Houston (ID 30437)","Libraries, University of Houston10.52713","open","8","13","true","true"
"LIBRUM Publishers and Editors LLC (ID 25178)","LIBRUM Publishers and Editors LLC10.19218","open","37","23","false","true"
"Liepaja University (ID 23618)","Liepaja University10.37384","open","0","339","false","true"
"Lietuvos Istorijos Institutas (ID 19487)","Lietuvos Istorijos Institutas10.33918","open","81","173","true","true"
"Life Cycle (ID 33259)","Life Cycle10.54724","open","0","4","false","true"
"Life Science Alliance, LLC (ID 12380)","Life Science Alliance10.26508","open","253","425","true","true"
"Ligue des Bibliotheques Europeennes de Recherche (ID 31374)","Ligue des Bibliotheques Europeennes de Recherche10.53377","open","667","39","true","false"
"Liinc em Revista (ID 7857)","Liinc em Revista10.18617","open","507","102","false","true"
"Limited Liability Company &quot;Intermed Profi&quot; (ID 30634)","Limited Liability Company &quot;Intermed Profi&quot;10.52739","open","0","13","false","true"
"Limited Liability Company Commonwealth (ID 25108)","Limited Liability Company Commonwealth10.38044","open","0","43","false","true"
"Lincoln University College (ID 16825)","Lincoln University College10.31674","open","163","237","true","false"
"Linguistic Society of America (ID 2085)","Semantics and Pragmatics10.3765","open","3929","441","true","false"
"Linkoping University Electronic Press (ID 1959)","Linkoping University Electronic Press10.3384","open","4863","1268","true","true"
"Lithuania Business University of Applied Sciences (ID 25214)","Lithuania Business University of Applied Sciences10.38104","open","0","33","false","true"
"Lithuanian Research Centre for Agriculture and Forestry (ID 5218)","Lithuanian Research Centre for Agriculture and Forestry10.13080","open","372","108","true","true"
"LLC &quot;Factory of Positive Changes&quot; (ID 33851)","LLC ""Factory of Positive Changes""10.55140","open","0","7","false","true"
"LLC CPC Business Perspectives (ID 8959)","LLC CPC Business Perspectives10.21511","open","1998","1147","true","true"
"LLC Global Media Technology (ID 15949)","LLC Global Media Technology10.31146","open","225","473","false","true"
"LLC Gornaya Kniga (ID 10643)","LLC Gornaya Kniga10.25018","open","1754","911","true","true"
"LLC Information and Research Center Likarska Sprava (ID 16780)","LLC Information and Research Center Likarska Sprava10.31640","open","210","65","true","true"
"LLC Institute Information Technologies (ID 27264)","LLC Institute Information Technologies10.47501","open","0","120","false","true"
"LLC Kartfond (ID 21222)","LLC Kartfond10.35595","open","578","299","true","true"
"LLC Kutaisi University (ID 29714)","LLC Kutaisi University10.52244","open","0","42","false","true"
"LLC MAKS Press (ID 11544)","LLC MAKS Press10.29003","open","822","1619","true","false"
"LLC Numicom (ID 16761)","LLC Numicom10.31631","open","426","185","true","true"
"LLC OVS (ID 7080)","LLC OVS10.17309","open","211","153","true","true"
"LLC Perspectiva (ID 11058)","LLC Perspectiva10.26526","open","107","179","true","true"
"LLC Publishing House In Jure (ID 18901)","LLC Publishing House In Jure10.33498","open","427","336","true","true"
